From Date,PM2dot5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Wind Speed
30-05-2020 00:00,24.49,None,2.77,18.72,12.16,62.85,4.19,0.88,41.77,1.4
31-05-2020 00:00,27.25,47,4.84,20.02,14.53,63.26,4.1,0.95,30.26,0.92
01-06-2020 00:00,46.6,82.5,10.74,27.93,23.62,60.06,4.47,0.92,24.8,0.32
02-06-2020 00:00,63.5,None,10.18,28.48,23.45,63.08,5.64,0.9,22.58,0.54
03-06-2020 00:00,60.43,None,14.13,34.23,29.73,76.63,6.7,0.83,28.82,0.42
04-06-2020 00:00,73.68,112.12,20.44,35.77,35.51,58.25,6.64,1.21,28.05,0.55
05-06-2020 00:00,48.23,117.98,6.49,29.87,20.8,16.38,6.14,0.77,32.54,0.59
06-06-2020 00:00,39.99,101,3.1,22.03,14.26,15.38,4.94,0.78,51.89,0.93
07-06-2020 00:00,41.07,100.9,3.96,23.33,15.63,14.01,6.01,0.61,33.03,0.64
08-06-2020 00:00,55.75,127.19,4.43,27.35,18.17,13.79,6.41,0.79,39.13,0.43
09-06-2020 00:00,61.83,160.42,9.02,36.32,26.69,15.03,7.34,0.89,33.42,0.38
10-06-2020 00:00,61.94,168.41,14.42,34.96,30.36,15.52,10.07,1.09,28.59,0.37
11-06-2020 00:00,54.63,161,3.91,28.78,18.29,13.25,5.38,0.92,39.88,0.34
12-06-2020 00:00,61.03,167.25,4.25,28.43,18.59,14.14,4.67,0.97,25.84,0.83
13-06-2020 00:00,51.78,137.47,6.86,26.83,19.74,18.61,3.84,0.79,11.6,0.9
14-06-2020 00:00,79.76,173.47,11.25,26.12,22.98,20.08,5.65,1.24,10.03,0.3
15-06-2020 00:00,58.33,153.03,6.12,26.26,18.96,16.84,6.43,1.24,21.94,0.48
16-06-2020 00:00,39.69,113.59,3.92,24.23,16.09,14.62,5.35,0.69,41.13,0.89
17-06-2020 00:00,32.85,97,3.1,16.72,11.43,12.61,4.05,0.68,32.27,1.32
18-06-2020 00:00,35.04,100.1,4.61,19.87,14.32,14.81,7.55,0.24,42.47,1.01
19-06-2020 00:00,52.3,187.12,3.62,17.79,12.39,13.72,8.44,0.74,30.19,1.17
20-06-2020 00:00,38.12,107.77,6.12,23.17,17.31,20.8,3.37,1.3,25.33,0.71
21-06-2020 00:00,42.83,107.92,7.85,24.36,19.36,32.92,3.21,1.2,24.39,0.59
22-06-2020 00:00,49.44,95.13,5.62,23.7,17.2,37.46,3.54,0.92,26.95,0.47
23-06-2020 00:00,29.95,70.26,6.13,17.41,14.26,29.57,4.39,0.84,9.23,1.09
24-06-2020 00:00,34.92,72.88,5.29,16.66,13.18,22.72,5.19,0.95,14.55,1.13
25-06-2020 00:00,38.43,87.12,7.79,20.05,17.06,20.71,4.39,0.97,11.97,0.41
26-06-2020 00:00,55.74,135.79,8.68,22.31,18.95,23.96,2.81,1.14,10.76,0.38
27-06-2020 00:00,44.69,187.21,8.9,24.16,20.11,23.51,3.21,1.05,8.74,0.39
28-06-2020 00:00,65.66,333.5,10.58,24.27,21.54,22.69,4.14,1.11,8.17,0.38
29-06-2020 00:00,48.76,204.12,12.03,21.53,21.27,25.83,4.77,0.95,12.31,0.62
30-06-2020 00:00,42.6,103.08,3.54,16.73,11.8,25.28,2.81,0.81,21.22,1.2
01-07-2020 00:00,49.81,123.12,3.68,18.44,12.81,24.36,3.04,0.94,27.61,0.91
02-07-2020 00:00,64.05,150.59,3.99,20.32,14.06,22.15,3.85,0.92,27.84,0.61
03-07-2020 00:00,62.6,161.97,4.06,21.87,15,24.21,3.9,0.75,27.19,1.02
04-07-2020 00:00,42.22,95.85,4.41,13.58,10.83,23.22,3.44,0.7,27.2,1.33
05-07-2020 00:00,25.85,50.11,4.17,16.05,11.94,20.16,2.83,0.74,20.96,0.53
06-07-2020 00:00,44.2,93.03,6.16,19.28,15.29,21.42,2.71,0.97,18.22,0.77
07-07-2020 00:00,19.77,51.45,6.02,14.44,12.59,21.03,3.55,0.76,12.96,1.28
08-07-2020 00:00,25.39,61.16,5.82,15.82,13.17,19.61,2.13,0.87,15.35,1.07
09-07-2020 00:00,42.96,97.23,7.67,20.48,17.15,20.09,1.79,1.17,16.73,0.31
10-07-2020 00:00,31.78,90.99,6.01,19.37,15.2,22.53,1.96,1.64,17.44,0.38
11-07-2020 00:00,22.04,64.61,4.88,18.67,13.91,21.96,1.52,1.01,23.13,0.69
12-07-2020 00:00,32.9,74.07,4.35,19.67,14.01,22.04,2.84,1.16,21.57,0.61
13-07-2020 00:00,42.3,148.74,7.34,25.85,19.73,25.8,2.78,1.48,11.29,0.4
14-07-2020 00:00,45.49,162.74,5.63,17.96,14.14,28.31,2.97,1.73,20.16,0.42
15-07-2020 00:00,37.58,102.96,3.83,15.95,11.56,27.44,2.56,1.28,25.99,1
16-07-2020 00:00,31.35,72.73,4.1,17.78,12.8,22.78,2.93,0.92,17.97,1.03
17-07-2020 00:00,45.91,84.29,5.14,20.91,15.31,21.44,2.76,1.33,14.43,1.11
18-07-2020 00:00,35.9,78.62,5.54,20.2,15.26,23.88,2.62,1.18,11.93,0.87
19-07-2020 00:00,23.56,49.4,4.78,16.12,12.5,24.08,2.95,0.87,6.45,0.67
20-07-2020 00:00,25.2,81.88,6.97,43.08,28.42,15.65,2.88,1.39,16.5,0.38
21-07-2020 00:00,24.62,44.67,6.19,25.24,18.46,26.01,3.13,0.95,14.53,0.84
22-07-2020 00:00,44.73,66.28,10.75,26.82,23.02,26.47,2.03,1.48,7.69,0.35
23-07-2020 00:00,47.42,92.75,9.54,28.97,23.21,31.64,1.79,1.48,14.56,0.25
24-07-2020 00:00,54.18,101.51,7.35,27.99,20.87,39.38,2.68,0.95,15.42,0.74
25-07-2020 00:00,31.96,64.03,5.92,19.26,15.08,30.44,2.35,1.3,11.87,0.8
26-07-2020 00:00,48.04,88.04,7.8,29.68,22.14,34.78,3.19,1.78,15.96,0.49
27-07-2020 00:00,55.68,129.04,16.99,29.44,29.54,41.99,2.93,1.54,9.64,0.28
28-07-2020 00:00,31.99,96.47,6.47,24.97,18.55,43.23,1.84,0.76,10.61,0.33
29-07-2020 00:00,22.38,87.93,7.28,27.88,20.76,38.23,2.12,1.07,10.58,0.85
30-07-2020 00:00,16.22,54.31,7.23,20.2,16.63,32.65,1.6,0.86,10.2,0.8
31-07-2020 00:00,42.79,94.27,5.05,26.28,18.1,35.03,1.44,1.32,11.99,0.85
01-08-2020 00:00,40.56,79.46,6.97,23.96,18.43,37.25,2.16,1.23,13.75,0.59
02-08-2020 00:00,30.83,73.52,8.19,19.08,16.83,25.45,2.49,1.46,8.22,0.35
03-08-2020 00:00,29.03,80.3,5.56,15.16,12.61,38.71,1.73,1.59,7.96,0.33
04-08-2020 00:00,29.86,72.03,5.05,23.44,16.58,39.94,1.98,0.82,10.53,0.36
05-08-2020 00:00,37.66,78.08,5.8,23.27,17.11,34.34,2.06,0.91,10.07,0.39
06-08-2020 00:00,15.38,55.75,7.77,19.93,16.94,32.45,2.11,0.52,7.33,1.51
07-08-2020 00:00,21.45,53.33,5.94,16.93,13.85,30.13,2.67,1.15,14.01,1.31
08-08-2020 00:00,48.54,102.56,10.18,17.53,17.63,29.82,2.64,1.2,13.55,0.27
09-08-2020 00:00,35.49,156.8,5.91,22.96,17.04,29.25,1.97,1.29,9.63,0.36
10-08-2020 00:00,38.4,71.56,8.11,15.53,14.87,41.61,1.21,0.9,6.43,0.94
11-08-2020 00:00,50.47,100.58,7.09,16.96,14.8,20.31,5.89,1.03,5.05,0.37
12-08-2020 00:00,26.79,74.88,5.34,14.72,12.19,24.43,3.48,0.64,5.98,0.53
13-08-2020 00:00,18.56,33.43,6.54,22.45,17.28,29.06,3.26,0.76,6.3,0.49
14-08-2020 00:00,24.17,48.41,8.49,13.48,14.09,22.39,1.99,0.95,5.81,0.74
15-08-2020 00:00,33.61,61.99,7.43,24.15,18.91,17.34,0.9,0.75,7.46,0.95
16-08-2020 00:00,19.58,51.58,6,12.21,11.4,21.02,1.53,0.81,13.15,1.06
17-08-2020 00:00,30.16,64.85,12.94,22.08,22.3,19.67,2.37,1.01,11.7,0.85
18-08-2020 00:00,35.46,83.62,14.33,24.44,24.68,22.82,3.09,1.08,9.07,0.51
19-08-2020 00:00,25.43,48.4,17.33,38.82,34.78,27.96,3.4,1,13.86,0.75
20-08-2020 00:00,17.48,32.43,8.39,16.36,15.55,32.69,3.38,0.86,12.12,0.82
21-08-2020 00:00,17.65,47.06,12.09,31.04,26.38,20.5,3.34,0.75,10.14,0.8
22-08-2020 00:00,12.6,44.08,10.48,14.95,16.49,17.39,5.3,0.82,9.16,1.08
23-08-2020 00:00,12.33,39.16,6.42,9.79,10.44,15.88,2.95,1.01,5,1.16
24-08-2020 00:00,14.52,44.58,9.5,16.09,16.31,22.37,2.96,0.82,9.08,1.31
25-08-2020 00:00,17.15,54.23,10.46,22.67,20.59,33.77,2.73,0.89,11.32,1.14
26-08-2020 00:00,26.2,75.56,9.45,24.38,20.66,57.31,1.13,1.11,8.22,0.35
27-08-2020 00:00,26.43,79.17,9.96,22.46,20.06,31.72,1.28,1.35,6.25,0.27
28-08-2020 00:00,43.05,95.67,20.53,27.88,31.57,25.83,6.76,1.46,12.57,0.36
29-08-2020 00:00,36.99,74.75,13.03,26.72,24.84,29.74,7.63,1.32,20.09,0.56
30-08-2020 00:00,15.43,46.29,7.26,16.12,14.5,25.78,7.59,0.75,10.69,1.5
31-08-2020 00:00,11.73,39.04,8.35,18.73,16.78,20.31,8.26,0.89,9.42,1.63
01-09-2020 00:00,17.59,60.54,10.44,25.67,22.16,18.53,8.72,1.09,14.55,0.96
02-09-2020 00:00,25.58,70.17,7.09,25.94,19.58,18.53,8.1,1.04,23.65,0.35
03-09-2020 00:00,49.62,103.47,13.79,30.64,27.56,19.85,8,1.16,10.56,0.69
04-09-2020 00:00,49.92,100.67,7.96,33.74,24.44,23.17,8.77,1.11,24.03,0.77
05-09-2020 00:00,54.31,104.12,12.6,34.2,28.46,25.6,7.44,1.19,24.25,0.39
06-09-2020 00:00,44.69,80.43,7.63,25.21,19.63,29.16,6.99,1.2,17.38,0.35
07-09-2020 00:00,48.61,96.14,14.18,35.43,30.4,27.55,9.33,1.02,8.45,0.28
08-09-2020 00:00,47.65,102.21,8.22,22.29,18.56,25.13,8.37,1.2,12.66,0.32
09-09-2020 00:00,71.7,143.77,11.13,24.41,22.06,29.15,8.26,1.32,17.28,0.39
10-09-2020 00:00,77.19,156,8.11,33.25,24.3,48.08,7.41,1.24,15.58,0.43
11-09-2020 00:00,62.29,148.38,13.86,34.44,29.62,35.3,9.01,0.86,18.58,0.28
12-09-2020 00:00,71.33,160.84,16.7,31.56,30.4,37.43,8.77,1.18,14.2,0.31
13-09-2020 00:00,74.39,146.45,8.82,26.89,21.49,38.78,6.84,1.13,14.11,0.33
14-09-2020 00:00,86.81,177.58,12.15,31.72,26.78,38.07,7.11,1.08,16.82,0.31
15-09-2020 00:00,78.59,173.33,12.34,32.32,27.25,38.52,8,1.25,15.83,0.31
16-09-2020 00:00,81.06,186.71,11.6,34.41,27.75,38.47,6.95,1.21,20.96,0.4
17-09-2020 00:00,55.95,149.88,8.15,27.77,21.42,38.28,8.49,1.03,12.87,0.48
18-09-2020 00:00,52.83,135.88,8.49,25.99,20.75,37.42,8.95,1.07,14.7,0.53
19-09-2020 00:00,63.02,141.83,7.47,28.92,21.48,37.97,8.33,1.07,11.72,0.33
20-09-2020 00:00,85.73,177.42,10.38,30.1,24.47,39.61,8.34,1.39,15.24,0.44
21-09-2020 00:00,80.1,177.25,7.59,30.07,22.18,33.93,8.06,1.01,18.22,0.38
22-09-2020 00:00,42.74,107.12,13.41,28.36,26.02,22.15,8.07,0.98,11.85,0.72
23-09-2020 00:00,26.35,76.25,9.82,21.19,19.27,18.37,8.99,0.87,8.82,0.75
24-09-2020 00:00,49.9,114.92,8.23,25.11,20.07,16.24,8.07,0.99,18.06,0.66
25-09-2020 00:00,67.07,164.5,8.7,33.56,24.94,13.86,8.43,1.07,20.8,0.52
26-09-2020 00:00,71.6,182.64,20.77,35.81,35.99,14.23,8.06,1.13,8.03,0.33
27-09-2020 00:00,55.04,144.96,13.82,30.3,27.38,14.81,7.87,1.11,13.21,0.4
28-09-2020 00:00,79.17,219.21,16.48,35.5,32.32,16.44,8.53,1.22,9.57,0.49
29-09-2020 00:00,81.33,219.75,8.22,32.15,23.8,18.47,7.78,1.09,13.86,0.52
30-09-2020 00:00,74.54,210.17,8.89,34.57,25.64,16.66,8.39,1.03,17.09,0.49
01-10-2020 00:00,84.05,230.39,13.56,46.41,35.74,18.47,9.06,1.1,29.4,0.44
02-10-2020 00:00,97.42,254.12,8.17,46.68,31.49,23.27,11.13,1.37,70.07,0.36
03-10-2020 00:00,108.09,262.07,8.62,56.65,37.15,20.78,11.06,1.19,63.37,0.37
04-10-2020 00:00,104.49,259.38,13.04,56.91,40.9,21.43,13.11,1.33,73.14,0.34
05-10-2020 00:00,94.23,274.61,5.82,55.45,34.25,20.06,13.72,1.19,74.57,0.45
06-10-2020 00:00,101.23,273.86,14.27,62.82,45.05,23.53,13.57,1.19,63.46,0.4
07-10-2020 00:00,128.67,316.04,36.18,64.17,63.63,24.64,13.53,1.35,61.92,0.4
08-10-2020 00:00,110.22,298.67,18.13,64.47,49.06,24.88,14.76,1.25,79.9,0.41
09-10-2020 00:00,120.42,302.68,16.3,60.56,45.5,25.7,14.21,1.39,63.13,0.29
10-10-2020 00:00,121.94,288.43,9.88,56.79,38.25,27.33,16.02,1.55,46.8,0.27
11-10-2020 00:00,135.29,305.82,9.03,60.28,39.42,25.63,16.47,1.4,59.75,0.34
12-10-2020 00:00,166.88,367.51,46.21,76.38,78.3,27.06,16.37,1.57,48.44,0.24
13-10-2020 00:00,167.42,335.22,35.7,69.17,72.58,35.09,13.9,2.12,58.27,0.41
14-10-2020 00:00,157.01,289.97,18.42,58.42,46.09,30.37,10.88,1.38,39.61,0.17
15-10-2020 00:00,186.45,385.73,42.69,71.71,72.94,22.9,15.82,1.71,39.87,0.31
16-10-2020 00:00,160.61,353.97,46.57,70.72,75.57,21.74,18.92,1.4,71.52,0.22
17-10-2020 00:00,182.56,392.74,46,78.38,79.19,26.82,15.98,1.93,25.17,0.23
18-10-2020 00:00,143.91,317.83,10.94,62.68,42.26,23.51,16.67,1.4,None,0.32
19-10-2020 00:00,160.73,356.15,13.77,69.39,48.14,24.85,16.51,1.42,79.71,0.36
20-10-2020 00:00,150.41,356.79,43.03,80.57,81.78,24.4,17.46,1.62,46.71,0.3
21-10-2020 00:00,157.88,335.92,80.1,79.11,127.62,27.26,17.54,2.68,40.56,0.22
22-10-2020 00:00,233.55,475.25,73.38,82.13,135.21,29.75,18.53,2.26,39.69,0.18
23-10-2020 00:00,286.96,499.67,76,87.37,111.82,31.66,17.5,2.34,55.76,0.22
24-10-2020 00:00,262.64,489.93,74.75,85.92,133.06,31.82,16.44,2.52,59.54,0.24
25-10-2020 00:00,284.39,514.6,76.53,91.23,137.36,33.81,16.05,1.54,72.6,0.21
26-10-2020 00:00,245.43,482.25,53.3,82.3,117.84,30.77,16.08,1.37,67,0.28
27-10-2020 00:00,218.29,417.17,44.18,69.47,72.96,26.33,12.96,1.35,48.23,0.29
28-10-2020 00:00,262.01,491.3,73.15,93.29,112.45,29.88,14.9,1.83,60,0.2
29-10-2020 00:00,331.46,559.06,88.35,108.25,161.79,37.01,9.66,2.19,27.8,0.15
30-10-2020 00:00,296.66,512.8,54.01,77.98,85.51,29.57,4.12,1.62,2.02,0.28
31-10-2020 00:00,346.47,550.51,22.3,74.52,57.54,29.75,8.85,1.43,20.23,0.35
01-11-2020 00:00,350.99,535.96,24.05,75.69,59.66,1.3,14.5,1.36,30,0.31
02-11-2020 00:00,253.28,462.04,32.75,80.97,112.59,28.86,12.54,2.26,28.11,0.26
03-11-2020 00:00,193.65,401.12,70.22,93.79,144.39,34.4,11.36,2.96,32.56,0.23
04-11-2020 00:00,418.12,635.35,72.18,101.26,134.09,52.37,14.62,3.9,33.49,0.22
05-11-2020 00:00,352.72,572.04,78.14,86.17,113.39,48.86,12.83,2.81,50.01,0.21
06-11-2020 00:00,366.98,581.37,85.64,100.24,126.35,54.43,15.4,2.76,39.23,0.23
07-11-2020 00:00,461.02,687.49,75.23,103.82,126.04,55.99,14.35,3.01,38.66,0.27
08-11-2020 00:00,530.59,693.2,58.73,102.35,145.81,59.01,14.2,3.47,36.65,0.15
09-11-2020 00:00,658.26,821.78,48.4,103.12,111.83,70.11,13.27,3.66,40.71,0.17
10-11-2020 00:00,395.37,559.55,100.39,102.52,158.37,77.14,12.41,4.7,40.91,0.13
11-11-2020 00:00,256.32,458.21,100.71,70.27,133.49,50.82,11.97,2.77,27.18,0.26
12-11-2020 00:00,252.75,422.62,74.8,69.61,125.24,54.53,12.82,2.69,43.97,0.18
13-11-2020 00:00,299.82,505.41,59.36,79.32,102.02,54.54,12.16,3.34,51.98,0.19
14-11-2020 00:00,549.36,728.37,55.96,105.07,101.5,54.94,20.63,3.19,38.44,0.16
15-11-2020 00:00,352.18,443.08,18.38,70.41,52.28,51.33,20.45,1.72,56.53,0.87
16-11-2020 00:00,93.34,156.42,10.63,41.61,30.79,45.58,9.34,0.97,41.18,0.76
17-11-2020 00:00,105.7,201.42,24.88,55.42,49.76,38.14,9.3,1.08,24.11,0.34
18-11-2020 00:00,159.68,273.05,22.95,64.59,53.06,39.19,8.78,1.29,42.74,0.26
19-11-2020 00:00,174.9,289.67,45.78,75.09,77.25,37.72,9.89,1.36,39.54,0.26
20-11-2020 00:00,211.35,342.04,21.56,70.52,55.08,36.88,9.94,1.33,46.72,0.4
21-11-2020 00:00,170.8,299.26,25.44,63.23,54.38,34.29,10.88,1.46,35.42,0.44
22-11-2020 00:00,209.12,351.2,36.59,73.2,82.84,34.64,10.44,1.75,37.23,0.32
23-11-2020 00:00,288.07,463.6,79.63,103.21,152.92,42.66,11.93,2.72,35,0.2
24-11-2020 00:00,333.15,499.49,72.08,109.77,162.57,48.24,10.37,2.77,40.78,0.17
25-11-2020 00:00,372.58,533.31,50.02,88.35,87.77,53.7,11.64,2.4,32.42,0.35
26-11-2020 00:00,132.42,233.67,31.9,50.48,52.85,44.32,8.79,1.27,18.56,0.53
27-11-2020 00:00,109.79,211.66,18.75,54.02,44.02,39.72,8.46,1.07,25.39,0.38
28-11-2020 00:00,149.92,255.14,24.6,63.43,53.79,36.93,9.66,1.38,32.22,0.37
29-11-2020 00:00,207.49,343.27,41.96,81.85,115.3,38.64,10.69,2.48,35.36,0.25
30-11-2020 00:00,273.93,443.23,76.45,92.04,132.19,47.41,10.07,2.65,31.51,0.23
01-12-2020 00:00,361.47,515.64,65.35,101.77,144.56,56.82,11.87,2.73,33.69,0.21
02-12-2020 00:00,248.86,455.88,62.23,92.19,107.39,54.93,11.12,2.05,30.08,0.28
03-12-2020 00:00,296.29,476.98,51.41,94.07,139.61,52.93,10.28,2.1,10.2,0.23
04-12-2020 00:00,419.5,627.12,87.5,102.93,133.66,57.76,9.31,3.16,25.34,0.28
05-12-2020 00:00,332.07,479.28,49.6,72.19,78.82,44.56,9.23,2.3,42.64,0.73
06-12-2020 00:00,351.03,504.93,42.79,65.37,69.27,38.78,9.07,2.22,26.53,0.4
07-12-2020 00:00,333.96,476.18,33.19,69.85,64.21,38.75,7.06,2.15,11.91,0.33
08-12-2020 00:00,356.71,456.51,80.71,70.48,103.3,36.06,8.63,2.71,13.21,0.22
09-12-2020 00:00,307.88,472.53,98,77.53,126.62,37.09,8.29,2.49,8.73,0.23
10-12-2020 00:00,185.79,344.92,65.53,68.9,90.07,39.97,8.14,1.74,7.56,0.26
11-12-2020 00:00,205.62,359.38,69.12,73.4,95.39,38.06,7.77,1.88,12.16,0.33
12-12-2020 00:00,278.14,380.79,38.12,61.18,63.61,60.38,7.48,2.1,11.47,0.43
13-12-2020 00:00,164.01,250.12,19.04,47.55,40.81,46.98,6.79,1.21,14.37,0.58
14-12-2020 00:00,140.54,207.7,15.7,46.85,37.72,44.48,8.69,0.94,17.84,0.54
15-12-2020 00:00,195.01,286.95,23.73,58.67,50.55,43.09,11.91,1.24,8.12,0.49
16-12-2020 00:00,202.39,292.09,20,55.55,45.85,47.74,7.22,1.46,25.12,0.49
17-12-2020 00:00,211.19,298.88,22.42,54.73,47.4,48.52,6.69,1.51,14.72,0.53
18-12-2020 00:00,209.81,323.46,29.99,69.72,61.53,42.89,8.13,1.64,19.82,0.48
19-12-2020 00:00,216.69,343.92,35.97,76.83,69.88,49.57,8.76,1.5,20.61,0.41
20-12-2020 00:00,244.65,376.79,42.9,84.37,79.85,49.9,9.35,1.67,16.86,0.33
21-12-2020 00:00,289.8,445.04,62.46,87.29,101.5,57.07,14.39,2.17,16.71,0.26
22-12-2020 00:00,499.8,663.72,76.13,107.8,180.05,81.26,11.69,3.07,19.49,0.22
23-12-2020 00:00,501,653.71,82.95,87.97,187.9,84.31,11.57,3.28,37.66,0.21
24-12-2020 00:00,414.5,564.59,100.07,86.09,144.46,86.26,8.72,2.65,26.39,0.27
25-12-2020 00:00,277.15,427.18,61.52,81.04,93.26,65.44,8.25,1.75,14.25,0.38
26-12-2020 00:00,341.71,440.33,47.41,83.56,83.1,64.13,7.77,1.94,10.74,0.28
27-12-2020 00:00,290.57,440.75,58.9,82.18,91.73,56.37,6.81,1.49,9.49,0.87
28-12-2020 00:00,163.82,362.54,35.77,105.6,85.32,40.78,6.72,1.19,9.06,0.47
29-12-2020 00:00,204.1,377.35,44.13,109.92,94.43,47.89,6.07,1.22,7.06,0.46
30-12-2020 00:00,250.56,344.56,43.28,105.68,91.49,53.18,5.99,1.53,6.43,0.46
31-12-2020 00:00,269.35,358.2,56.44,110.94,105.02,50.86,6.29,1.52,6.01,0.34
01-01-2021 00:00,540.54,597.73,122.96,104.69,158.16,62.16,7.48,3.87,10.44,0.31
02-01-2021 00:00,450.14,574.08,58.63,84.47,92.73,68.83,9.53,2.73,11.19,0.45
03-01-2021 00:00,180.25,232.18,36.88,53.48,58.52,74.85,7.76,1.38,8.97,0.81
04-01-2021 00:00,117.27,160.17,34.48,44.95,52.02,68.32,9.16,1.64,12.93,0.46
05-01-2021 00:00,83.54,111.81,23.43,35.3,37.88,65.62,10.21,1.25,10.05,0.43
06-01-2021 00:00,140.67,197.72,29.65,31.71,41.04,56.52,7.7,1.5,12.92,0.4
07-01-2021 00:00,166.54,236.72,16.65,31.08,30.1,49.56,6.47,1.33,15.21,0.52
08-01-2021 00:00,183.25,291.61,19.6,36.35,35.32,34.39,13.53,1.18,12.47,0.28
09-01-2021 00:00,195.54,299.03,19.35,41.14,37.65,45.53,11.9,1.28,10.85,0.47
10-01-2021 00:00,178,255.84,13.81,38.66,31.83,47.71,5.63,1.16,14.95,0.56
11-01-2021 00:00,185.88,262.65,15.88,44.9,36.83,47.16,6.46,1.3,15.57,0.51
12-01-2021 00:00,265.54,355.01,31.6,49.09,51.88,46.5,6.28,1.43,13.97,0.32
13-01-2021 00:00,281.42,420.78,41.26,54.73,62.75,43.7,8.56,2.31,16.98,0.25
14-01-2021 00:00,393.12,531.82,53.1,60.69,75.57,48.3,8.17,2.57,12.61,0.3
15-01-2021 00:00,541.68,620.5,51.07,68.42,78.03,52.75,13.98,2.85,14.33,0.23
16-01-2021 00:00,321.04,435.54,27.91,56.9,53.01,48.98,8.69,2.35,11.38,0.34
17-01-2021 00:00,252.28,336.5,11.61,41.26,31.42,41.84,10.01,1.61,17.34,1.07
18-01-2021 00:00,311.65,440.28,46.14,49.96,63.78,37.29,14.45,2.54,14.25,0.66
19-01-2021 00:00,271.99,384.31,34.21,45.42,52.05,44.52,11.53,2.18,15.19,0.49
20-01-2021 00:00,184.76,258.23,11.06,42.84,31.81,36.36,9.17,1.63,14.08,0.59
21-01-2021 00:00,246.74,361.22,35.68,52.84,80.76,32.06,11.81,2.6,20.11,0.48
22-01-2021 00:00,329.96,476.53,53.24,54.87,102.6,36.3,10.62,2.49,13.5,0.82
23-01-2021 00:00,198.12,298.35,18.16,45.37,38.93,34.22,11.67,1.43,14.61,1.21
24-01-2021 00:00,300.94,461.19,42.12,48.43,60.1,37.13,8.39,2.12,8.32,0.36
25-01-2021 00:00,231.08,345.56,33.18,46.15,51.6,34.95,9.16,2.64,11.77,0.37
26-01-2021 00:00,270.25,419.36,28.8,61.69,56.29,30.48,9.79,1.81,14.78,0.28
27-01-2021 00:00,263.4,445.44,33.9,64.15,61.76,30.03,11.97,1.85,13.6,0.33
28-01-2021 00:00,338.1,505.34,67.73,64.36,91.07,30.11,11.22,2.19,11.46,0.22
29-01-2021 00:00,297.39,466.48,46.94,69.93,75.46,6.84,9.98,1.82,9.86,0.36
30-01-2021 00:00,251.79,356.79,25.67,61.24,53.5,4.66,11.91,1.59,13.84,0.35
31-01-2021 00:00,276.79,438.88,83.34,71.82,106.15,3.54,12,2.63,12.96,0.24
01-02-2021 00:00,360.85,572.43,75.09,76.05,112.45,3.5,14.23,2.91,11.25,0.24
02-02-2021 00:00,323.65,529.29,79.98,98.82,126.91,5.25,34.6,3.04,11.66,0.25
03-02-2021 00:00,210.2,356.88,45.51,85.01,82.32,6.91,32.29,1.79,8.69,1
04-02-2021 00:00,157.28,224.41,31.67,86.12,71.63,13.93,14.37,1.29,6.77,0.59
05-02-2021 00:00,92.64,169.57,29.7,71.64,62.32,38.03,8.16,1.27,10.2,0.34
06-02-2021 00:00,152.81,239.77,28.27,68.39,59.42,37.57,8.25,1,10.98,0.48
07-02-2021 00:00,203.54,305.71,32.77,77.47,67.92,35.15,8.43,1.06,6.47,0.4
08-02-2021 00:00,270.54,436.05,52.95,91.98,85.94,34.18,8.19,2,9.45,0.3
09-02-2021 00:00,271.68,439.19,51.71,64.61,79.21,35.48,7.28,2.19,10.45,0.27
10-02-2021 00:00,282.19,477.49,104.75,70.18,122.73,32.59,5.73,2.23,6.51,0.34
11-02-2021 00:00,217.11,361.47,41.41,66.64,69.21,33.31,7.2,1.65,7.04,0.28
12-02-2021 00:00,259.68,418.71,48.7,47.04,64.73,None,7,1.87,7.99,0.29
13-02-2021 00:00,253.75,440.01,30.6,49.78,51.43,37.69,11.96,1.75,12.39,0.34
14-02-2021 00:00,228.51,388.99,62.27,32.68,68.16,34.9,7.2,2.11,7.33,0.29
15-02-2021 00:00,199.16,344.96,64.38,39.73,73.61,36.12,6.96,1.8,7.18,0.34
16-02-2021 00:00,191.31,354.61,48.79,58.75,71.02,33.72,6.28,1.53,6.34,0.4
17-02-2021 00:00,250.62,448.29,62.02,73.06,89.43,41.99,7.87,1.94,8.41,0.3
18-02-2021 00:00,181.9,342.61,67.37,73.77,94.16,45.83,6.87,1.66,6.61,0.28
19-02-2021 00:00,248.39,425.58,77.74,60.59,95.62,47.54,7.49,1.84,6.6,0.33
20-02-2021 00:00,171.49,324.04,49.84,57.38,71.16,51.29,7.36,1.49,8.55,0.38
21-02-2021 00:00,242.89,392.8,52.38,72.84,81.45,58.93,5.94,1.36,6.59,0.45
22-02-2021 00:00,209.82,374.73,64.96,79.39,95.18,58.52,6.51,1.82,6.26,0.48
23-02-2021 00:00,224.12,453.29,91.39,89.04,121.86,59.93,6.14,1.95,6.42,0.3
24-02-2021 00:00,247.93,507.4,86.42,78.71,150.89,58.23,7.57,2.31,7.17,0.32
25-02-2021 00:00,192.96,401.23,103.29,63.25,119.42,47.26,10.77,1.58,7.91,0.51
26-02-2021 00:00,160.61,348.29,121.85,29.95,124.87,None,8.19,1.65,7,0.49
27-02-2021 00:00,91.89,267.41,124.76,27.42,132.49,29.33,7.03,1.15,7.2,0.46
