From Date,PM2dot5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Wind Speed
30-11-2021 00:00,224.49,376.91,42.83,110.42,135.06,101.41,4.08,1.79,21.23,0.24
01-12-2021 00:00,360.45,542.2,143.33,165.35,209.43,109.3,1.37,2.28,10.64,0.18
02-12-2021 00:00,327.38,441.49,77.43,129.93,132.23,137.71,2.11,2.1,8.46,0.27
03-12-2021 00:00,272.9,381.58,75.96,151.21,142.36,108.84,2.39,2.12,7.73,0.2
04-12-2021 00:00,264.48,410.4,124.02,133.37,209.15,70.05,3.2,2.48,7.23,0.24
05-12-2021 00:00,283.61,421.38,137.15,142.23,258.45,74.64,2.57,2.48,7.56,0.26
06-12-2021 00:00,174.81,279.53,93.79,160.89,162.03,80.21,1.56,1.48,6.81,0.36
07-12-2021 00:00,153.81,247.47,75.14,144.9,138.31,79.1,1.6,1.39,6.54,0.31
08-12-2021 00:00,158.26,248.93,78.1,164.89,151.37,76.62,1.64,1.64,6.46,0.23
09-12-2021 00:00,224.53,335.33,105.17,155.95,168.68,74.93,2.15,2.14,6.82,0.19
10-12-2021 00:00,208.76,311.75,93.1,166.93,164.69,74,1.44,1.69,6.41,0.26
11-12-2021 00:00,187.64,289.45,82.95,159.78,157.02,69.78,2.34,2,6.41,0.32
12-12-2021 00:00,255.14,369.68,124.12,170.08,214.13,71.82,4.77,1.96,6.8,0.23
13-12-2021 00:00,328.05,454.78,137.51,174.21,295.07,78.54,2.9,2.78,6.48,0.27
14-12-2021 00:00,340.88,472.15,109.72,159.23,204.68,73.43,2.23,2.54,7.12,0.28
15-12-2021 00:00,267.55,373.61,101.92,156.08,166.1,71.13,2.05,1.98,6.52,0.44
16-12-2021 00:00,310.04,419.98,106.56,179.02,197.46,70.12,1.7,1.99,6.22,0.36
17-12-2021 00:00,226.62,328.37,59.58,160.29,133.81,65.89,1.59,1.42,6.26,0.4
18-12-2021 00:00,216.9,299.02,51.4,146.46,119.8,63.96,1.96,1.62,6.24,0.34
19-12-2021 00:00,216.47,306.34,55.55,159.22,129.97,63.55,1.62,1.59,6.27,0.28
20-12-2021 00:00,326.59,352.14,78.99,185.95,189.88,65.19,1.86,1.83,6.28,0.23
21-12-2021 00:00,532.07,617.6,166.49,194.52,336.64,64.64,3.44,3.93,6.6,0.22
22-12-2021 00:00,448.19,589.62,131.39,191.05,235.36,69.33,2.43,3.29,6.53,0.21
23-12-2021 00:00,558.74,680.52,67.98,167.2,254.83,93.77,4.94,3.66,11.89,0.32
24-12-2021 00:00,484.75,611.96,98.35,152.42,275.3,115.5,7.96,3.21,11.72,0.3
25-12-2021 00:00,513.79,631.33,135.8,162,234.95,121.01,7.38,3.14,7.2,0.22
26-12-2021 00:00,531.88,621.75,157.43,172.01,234.02,122.86,6.86,3.2,6.54,0.29
27-12-2021 00:00,187.4,244.74,99.69,162.67,167.79,113.97,6.63,2.06,6.34,0.25
28-12-2021 00:00,210.53,281.98,94.88,124.3,143.46,105.41,10.48,2.34,8.05,0.23
29-12-2021 00:00,210.31,305.16,97.21,67.54,116.54,103.26,11.94,2.39,13.77,0.26
30-12-2021 00:00,301.74,411.03,98.3,72.95,132.05,107.06,13.76,2.34,19.88,0.23
31-12-2021 00:00,254.33,377.6,100.83,72.72,125.47,103.35,14.7,2.02,25.64,0.23
01-01-2022 00:00,359.34,470.7,70.77,89.2,132.89,106.2,17.95,2.54,32.15,0.23
02-01-2022 00:00,368.03,475.78,68.6,89.29,124.29,109.99,15.9,2.94,36.35,0.21
03-01-2022 00:00,359.03,463.23,87.54,101.08,125.89,110.47,19.55,2.85,34.87,0.25
04-01-2022 00:00,336.7,465.18,89.47,92.67,140.98,112.34,17.46,2.36,24.17,0.23
05-01-2022 00:00,357.94,447.85,82.68,86.88,115.06,117.22,10.35,2.54,26.09,0.48
06-01-2022 00:00,151.49,203.31,39.39,57.58,62.41,87.85,10.04,1.86,36.57,0.6
07-01-2022 00:00,92.33,137.21,20.73,45.19,40.77,82.72,8.95,1.52,26.54,0.85
08-01-2022 00:00,63.79,84.42,15.75,39.93,33.94,77.23,8.65,1.32,31.5,0.72
09-01-2022 00:00,92.69,110.57,13.29,34.58,29.23,68.15,6.69,1.44,19.99,0.29
10-01-2022 00:00,162.53,202.81,31.92,47.26,50.85,68.08,14.17,1.8,24.32,0.29
11-01-2022 00:00,163.88,208.01,32.42,49.62,52.82,74.74,10.84,1.59,22.5,0.31
12-01-2022 00:00,190.29,251.3,32.08,53.95,54.86,72.78,12.06,1.84,27.07,0.25
13-01-2022 00:00,260.4,353.04,57.26,68.35,83.04,77.58,9.57,2.16,17.9,0.23
14-01-2022 00:00,258.81,355.6,55.75,57.59,76.08,74.96,11.58,2.13,16.44,0.45
15-01-2022 00:00,200.62,265.52,21.79,41.09,38.81,78.86,7.81,1.57,17.92,0.31
16-01-2022 00:00,199.81,258.89,14.39,39.72,32.86,85.28,7.26,1.61,22.53,0.3
17-01-2022 00:00,275.96,390.19,39.01,64.58,66.15,81.85,9.69,2.05,19.96,0.31
18-01-2022 00:00,289.39,390.9,27.04,53.13,50.3,87.98,11.37,1.94,15.81,0.33
19-01-2022 00:00,261.57,373.68,25.82,56.51,51.1,92.53,11.95,1.95,20.82,0.33
20-01-2022 00:00,340.04,485.57,63.71,69.38,88.85,87.04,21.41,2.42,20.68,0.42
21-01-2022 00:00,318.99,431.29,55.73,75.88,87.92,90.26,12.39,2.64,29.46,0.36
22-01-2022 00:00,183.7,226.17,19.18,52.13,43.16,87.07,12.93,1.78,41.18,0.81
23-01-2022 00:00,178.96,217.11,38.72,38.36,51.97,73.85,10.2,1.94,21.81,0.49
24-01-2022 00:00,249.78,324.32,69.53,45.5,83.15,80.82,9.34,2.27,15.09,0.27
25-01-2022 00:00,205.17,292.3,54.87,42.97,67.58,76.58,9.98,2.11,12.09,0.28
26-01-2022 00:00,239.14,312.03,36.62,45.61,54.12,77.14,12.01,1.96,18.67,0.29
27-01-2022 00:00,190.88,265.42,32.33,58.76,57.61,78.56,14.06,1.79,24.8,0.29
28-01-2022 00:00,155.44,247.57,33.28,61.34,59.75,79.38,16.17,1.76,36.14,0.34
29-01-2022 00:00,195.91,311.08,51.05,66.51,77,86.86,15.41,1.94,34.57,0.3
30-01-2022 00:00,205.34,287.98,20.98,65.52,51.74,90.54,19.47,1.75,41.47,0.41
31-01-2022 00:00,294.99,413.25,70.86,70.7,123.25,94.55,12.69,2.34,21.75,0.38
01-02-2022 00:00,307.57,412.73,73.14,58.59,90.78,103.38,12.55,2.38,33.73,0.34
02-02-2022 00:00,214.32,310.82,11.52,56.01,39.18,85.61,13.1,1.57,49.36,0.47
03-02-2022 00:00,183.74,239.63,15.95,42.42,35.56,74.66,12.64,1.59,24.77,0.9
04-02-2022 00:00,100.06,136.49,23.42,33.76,37.05,75.9,9.13,1.53,25.48,0.36
05-02-2022 00:00,198.83,277.84,35.14,47.15,81.34,73.41,10.16,1.93,28.64,0.25
06-02-2022 00:00,290.65,439.09,68.29,65.27,207.43,81.37,12.74,3.07,37.26,0.2
07-02-2022 00:00,209.79,367.71,87.44,74.26,117.41,89.2,11.58,2.47,44.99,0.28
08-02-2022 00:00,225.94,393.58,90.65,73.88,124.69,101.1,12.84,2.48,49.5,0.25
09-02-2022 00:00,116.76,184.71,27.43,45.76,46.7,84.98,11.55,1.52,38.25,0.45
10-02-2022 00:00,123.95,232.34,39.26,52,59.67,77.27,11.42,1.63,31.82,0.35
11-02-2022 00:00,112.34,214.14,20.01,52.06,44.01,79.16,16.09,1.46,40.88,0.35
12-02-2022 00:00,131.54,236.24,37.94,57.29,61.41,81.61,15.54,1.8,36.35,0.36
13-02-2022 00:00,166.28,316.21,86.22,66.23,156.76,86.13,13.89,2.37,43.78,0.25
14-02-2022 00:00,157.46,304.45,77.27,66.43,149.62,85.81,11.37,2.34,46.47,0.31
15-02-2022 00:00,130.54,286.97,76.83,67.81,142.51,86.29,11.79,2.17,41.73,0.27
16-02-2022 00:00,209.19,382.94,68.97,69.24,130.24,105.4,17.43,2.1,45.9,0.25
17-02-2022 00:00,143.51,267.67,40.82,64.5,67.59,96.84,17.1,1.73,37.85,0.31
18-02-2022 00:00,167.74,308.86,67.69,64.03,119.88,93.7,16.43,1.92,36.43,0.35
19-02-2022 00:00,118.04,222.41,27.69,56.43,52.58,98.46,19.34,1.48,37.82,0.34
20-02-2022 00:00,111.68,201,14.67,49.47,38.26,93.33,15.69,1.42,44.41,0.43
21-02-2022 00:00,101.83,236,38.44,61.08,90.12,80.08,15.24,2.02,37.59,0.33
22-02-2022 00:00,120.1,287.84,42.64,53.78,84.85,86.92,21.26,1.6,73.59,0.81
23-02-2022 00:00,130.26,220.94,28.33,45.54,46.82,87.41,12.72,1.74,51.41,0.67
24-02-2022 00:00,187.65,315.4,38.47,60.66,63.63,90.63,12.43,1.84,40.7,0.34
25-02-2022 00:00,167.92,291.93,34.02,61.54,60.46,89.48,12.72,1.67,40.99,0.45
26-02-2022 00:00,32.03,73.11,12.94,34.24,28.77,73.79,8.67,1.06,40.09,0.79
27-02-2022 00:00,65.86,117.77,16.34,36.67,32.84,70.64,12.02,1.16,34.41,0.58
28-02-2022 00:00,77.11,155.97,19.43,47.26,40.98,83.39,15.64,1.34,39.7,0.37
01-03-2022 00:00,121.33,224.73,35.11,57,58.64,94.92,15.75,1.69,41.48,0.32
02-03-2022 00:00,136.35,253.01,55.88,57.16,75.98,96.05,14.48,1.74,39.18,0.25
03-03-2022 00:00,109.96,218.28,23.47,56.21,49.03,96.77,18.42,1.47,52.03,0.43
04-03-2022 00:00,102.72,186.72,18.02,39.05,35.46,91.88,15.34,1.29,31.29,0.48
05-03-2022 00:00,88.24,174.39,13.61,43.79,34.26,90.51,15.19,1.27,37.48,0.44
06-03-2022 00:00,118.8,223.07,32.87,57.95,57.61,93.96,21.3,1.68,44.23,0.29
07-03-2022 00:00,174.49,317.62,77.96,75.52,103.04,88.95,18.91,2.01,56.71,0.28
08-03-2022 00:00,157.34,321.46,44.5,64.79,70.74,97.46,21.55,1.77,35.79,0.32
09-03-2022 00:00,95.8,223.93,24.96,55.77,50.02,93.16,21.23,1.43,31.19,0.49
10-03-2022 00:00,85.69,198.4,17.26,51.93,41.53,102.39,21.24,1.38,40.81,0.45
11-03-2022 00:00,101.54,224.29,18,55.95,44.44,103.33,23.75,1.39,38.71,0.44
12-03-2022 00:00,103.56,222.69,21.92,57.82,48.62,97.29,20.76,1.51,40.73,0.39
13-03-2022 00:00,120.35,254.91,31.38,63.38,65.92,105.69,24.35,1.86,42.43,0.36
14-03-2022 00:00,153.42,301.55,45.92,63.87,75.2,114.08,26.6,1.94,44.24,0.3
15-03-2022 00:00,141.7,276.16,55.3,63.58,78.9,115.12,20.29,2.02,31.44,0.31
16-03-2022 00:00,107.62,242.89,14.42,49.37,38.02,113.98,19.42,1.62,34.58,0.54
17-03-2022 00:00,138.33,254.9,26.48,55.54,51.13,117.21,23.96,2.03,53.48,0.34
18-03-2022 00:00,179.9,267.93,18.14,45.84,38.98,110.5,19.07,2.22,46.89,0.45
19-03-2022 00:00,118.92,219.05,27.44,54.71,51.47,99.03,17.16,2.09,48.09,0.39
20-03-2022 00:00,119.15,244.32,46.69,65.44,75.64,94.59,21.67,2.26,50.48,0.33
21-03-2022 00:00,152.36,289.69,30.01,55.09,60.16,120.16,20.16,2.03,45.09,0.45
22-03-2022 00:00,93.56,248.43,13.6,40.98,32.77,105.01,21.32,1.39,51.27,0.5
23-03-2022 00:00,134.78,313.86,29.27,55.13,89.57,116.6,25.64,1.84,46.31,0.35
24-03-2022 00:00,151.32,354.15,61.08,53.9,87.51,109.55,21.51,2.1,36.28,0.32
25-03-2022 00:00,112.65,279.03,22.19,50.49,44.75,119.44,23.28,1.53,34.37,0.38
26-03-2022 00:00,93.33,283.48,17,47.38,39.05,103.07,25.93,1.37,44.13,0.49
27-03-2022 00:00,124.26,305.08,20.64,56.34,91.91,97.69,28.31,1.66,50.59,0.36
28-03-2022 00:00,151.06,372.65,66.43,75.31,174.75,107.55,32.71,2.58,45.25,0.31
29-03-2022 00:00,155,357.75,59.82,58.72,98.65,97.22,38.64,2.11,43.95,0.28
30-03-2022 00:00,174.15,371.05,66.65,65,109.33,93.45,49.7,2.31,50.42,0.23
31-03-2022 00:00,195.14,402.31,34.75,70.36,133.03,108.64,35.27,2.55,48.91,0.33
01-04-2022 00:00,97.59,278.25,23.58,55.15,48.57,104.33,29.65,1.5,51.95,0.31
02-04-2022 00:00,120.04,294.69,51,76.09,82.05,102.37,32.64,1.86,60.76,0.26
03-04-2022 00:00,115.89,294.95,42.1,70.96,92.68,90.79,28.45,1.89,59.08,0.33
04-04-2022 00:00,137.43,336.21,42.66,71.34,84.91,87.41,38.77,1.87,47.14,0.37
05-04-2022 00:00,133.77,301.15,51.63,75.81,81.95,88.86,45.97,1.73,47.52,0.31
06-04-2022 00:00,147.79,338.89,77.63,74.11,106.82,93.75,47.3,1.92,51.23,0.31
07-04-2022 00:00,177.79,383.85,79.29,80.04,108.68,97.25,51.54,2.08,52.26,0.32
08-04-2022 00:00,172.39,389.91,74,79.64,111.41,97.61,60.98,2.03,50.36,0.29
09-04-2022 00:00,151.6,366.63,88.55,78.05,138.68,113.96,47.82,2.29,47.53,0.28
10-04-2022 00:00,161.21,349.93,51.01,63.89,75.57,104.78,49.84,1.85,51.55,0.31
11-04-2022 00:00,158.5,361.59,62.3,80.64,118.66,100.11,56,2.2,51.41,0.3
12-04-2022 00:00,122.68,303.15,67.12,74.59,121.57,90.46,33.15,2.16,35.53,0.28
13-04-2022 00:00,163.22,436.63,85.88,99.65,149.69,114.01,32.86,2.6,25.41,0.29
14-04-2022 00:00,74.12,310.67,16.73,48.9,39.33,85.81,27.68,1.3,61.43,0.43
15-04-2022 00:00,77.84,228.18,15.99,53.87,41.55,88.95,32.12,1.59,78.79,0.38
16-04-2022 00:00,134.89,320.42,36.43,72.75,68.07,90.15,44.19,2.15,69.25,0.34
17-04-2022 00:00,122.25,281.47,27.3,78.74,64.14,91.98,40.71,2.01,73.41,0.35
18-04-2022 00:00,129.73,345.56,55.56,96.13,157.29,103.59,38.2,2.47,58.73,0.27
19-04-2022 00:00,169.85,415.9,55.49,72.5,95.75,101.37,85.38,2.17,51.06,0.36
20-04-2022 00:00,102.64,336.44,29.07,61.65,56.23,91.09,51.21,1.58,44.47,0.31
21-04-2022 00:00,98.15,397.98,46.57,51.84,69.21,97.82,27.47,1.43,29.31,0.41
22-04-2022 00:00,65.36,237.59,32.76,55.96,56.46,88.73,23.76,1.3,64.33,0.33
23-04-2022 00:00,126.37,320.16,65.49,71.18,90.67,88.38,38.21,1.61,55.58,0.3
24-04-2022 00:00,134.35,360.04,25.01,61.48,52.63,104.78,40.87,1.34,69.08,0.38
25-04-2022 00:00,115.39,352.46,11.41,49.62,35.46,108.15,34.51,1.21,74.36,0.46
26-04-2022 00:00,83.65,225.36,27.55,64.83,56.94,87.77,30.31,1.36,54.06,0.34
27-04-2022 00:00,223.43,389.92,75.41,85.2,109.95,90.82,56.6,2.39,61.37,0.3
28-04-2022 00:00,236.04,409.93,72.56,77.74,114.69,85.18,51.13,2.37,11.45,0.3
29-04-2022 00:00,224.86,432.3,63.26,67.49,89.29,86.71,53.91,2.02,49.36,0.35
30-04-2022 00:00,157.12,323.21,39.87,65.85,97.75,80.45,40.55,2.05,57.63,0.38
01-05-2022 00:00,85.83,286.15,15.89,41.19,55.3,145.4,23.14,1.67,40.38,0.71
02-05-2022 00:00,63.64,218.41,12.41,37.9,30.14,145.6,19.18,1.44,44.97,0.62
03-05-2022 00:00,79.6,254.19,14.94,34.46,30.3,127.11,18.8,1.64,25.36,0.53
04-05-2022 00:00,72.19,180.53,26.92,84.58,69.59,125.49,17.76,1.52,27.34,0.62
05-05-2022 00:00,68.29,151.91,126.16,237.59,225.75,111,16.7,1.6,52.94,0.41
06-05-2022 00:00,117.06,270.27,19.86,26.21,30.13,114.52,18.77,2.15,52.82,0.39
07-05-2022 00:00,102,246.49,31.19,27.07,39.83,159.5,23.05,2.31,49.47,0.39
08-05-2022 00:00,78.94,193.15,7.67,16.41,15,None,21.34,1.63,55.78,0.55
09-05-2022 00:00,61.34,150.39,7.02,11.06,11.61,57.92,14.79,1.52,69.35,0.74
10-05-2022 00:00,62.64,149.69,7.91,11.13,12.36,99.32,14.08,1.6,50.71,0.71
11-05-2022 00:00,57.6,139.92,7.22,11.41,11.97,98.41,17.18,1.59,61.04,0.65
12-05-2022 00:00,61.46,157.51,10.71,28.53,23.91,99.02,14.83,1.62,53.28,0.65
13-05-2022 00:00,69.35,181.97,23.83,46.53,43.23,101.7,16.28,1.86,40.21,0.57
14-05-2022 00:00,125.65,306.78,64.84,79.71,120.1,91.6,34.23,2.79,31.37,0.38
15-05-2022 00:00,124.81,331.47,50.38,83.33,104.15,97.92,29.47,2.29,12.55,0.35
16-05-2022 00:00,82,356.54,17.74,50.88,41.53,84.48,19.1,1.45,17.09,0.44
17-05-2022 00:00,59.25,191.46,11.63,48.91,35.5,91.26,18.4,1.45,38.62,0.58
18-05-2022 00:00,79.41,220.09,13.15,49.72,37.17,88,18.03,1.55,28.65,0.62
19-05-2022 00:00,84.04,264.3,13.71,63.88,45.15,88.12,21.44,1.81,59.96,0.49
20-05-2022 00:00,81.22,315.82,14.78,60.62,44.29,86.9,20.87,1.66,35.68,0.47
21-05-2022 00:00,53.67,328.01,10.79,35.12,27.48,74.75,14.31,0.96,47.42,0.73
22-05-2022 00:00,50.11,201.47,10.38,42.25,30.93,77.91,16.72,1.22,70.2,0.6
23-05-2022 00:00,25.61,94.24,10.29,29.19,23.9,84.45,11.25,1.14,39.84,1.08
24-05-2022 00:00,35.2,83.03,14.12,36.91,31.14,85.43,9.75,1.26,43.62,0.64
25-05-2022 00:00,84.04,169.1,17.35,42.53,36.76,86.77,10.84,1.57,21.32,0.36
26-05-2022 00:00,119.96,233.51,26.56,56.49,51.71,108.78,15.23,1.72,43.62,0.37
27-05-2022 00:00,81.28,209.57,16.39,56.14,43.22,99.84,12.57,1.49,25.13,0.48
28-05-2022 00:00,60.56,337.33,11.46,25.39,22.86,92.38,14.84,1.57,22.51,0.51
29-05-2022 00:00,57.49,234.83,12.3,81.17,53.19,81.54,None,1.17,19.43,None
30-05-2022 00:00,55.93,186.25,26.42,56.31,51.49,88.32,10.79,1.64,60.02,0.58
31-05-2022 00:00,86.95,292.62,62.43,77.21,95.73,88.34,14.49,1.79,56.49,0.35
01-06-2022 00:00,99.16,306.49,40.77,75.14,73.2,83,19.42,2.04,40.52,0.4
02-06-2022 00:00,80.64,281.91,32.78,56.62,59.18,89.05,19.09,1.74,43.18,0.31
03-06-2022 00:00,100.93,301.61,55.61,75.73,89.22,97.2,27.93,1.78,71.12,0.35
04-06-2022 00:00,81.01,276.07,62.07,81.78,110.67,94.22,22.73,2.03,30.46,0.42
05-06-2022 00:00,None,266.13,39.74,58.28,67.07,79,18.48,1.8,42.3,0.41
06-06-2022 00:00,46.57,217.32,40.69,73.5,76.77,76.28,19.48,1.55,56,0.46
07-06-2022 00:00,68.97,343.73,26.36,55.29,50.9,79.4,22.78,1.59,49.99,0.49
08-06-2022 00:00,62.94,366.98,20.11,45.05,40.36,70.04,20.55,1.55,50.62,0.56
09-06-2022 00:00,49.83,273.05,26.7,48.87,49.87,80.23,17.57,1.79,57.8,0.47
10-06-2022 00:00,57.66,336.08,17.8,49.01,40.58,81.95,19.01,1.37,33.99,0.49
11-06-2022 00:00,67.24,340.74,18.97,42.72,38.18,84.42,24.92,1.06,37.54,0.41
12-06-2022 00:00,80.36,321.13,20.24,48.11,42.09,81.33,24.47,1.63,47.31,0.39
13-06-2022 00:00,45.42,247.54,11.53,35.06,28.04,98.42,15.75,1.5,41.3,0.6
14-06-2022 00:00,40.4,250.31,8.18,24.94,19.94,102.29,15.54,1.32,32.29,0.72
15-06-2022 00:00,29.13,149.18,8.41,26.97,21.2,87.13,14.58,1.15,38.99,0.69
16-06-2022 00:00,26.39,130.82,9.93,30.32,24.23,91.55,14.23,1.11,32.69,0.61
17-06-2022 00:00,27.99,77.95,14,34.22,29.63,93.59,10.05,0.82,14.48,0.63
18-06-2022 00:00,30.04,68.18,11.73,30.17,25.62,99.76,8.99,1.36,15.9,0.47
19-06-2022 00:00,51.11,119.16,12.82,34.16,28.62,85.46,10.02,1.27,10.6,0.37
20-06-2022 00:00,63.2,151.3,10.88,38.79,29.51,89.46,10.24,1.11,11.65,0.4
21-06-2022 00:00,40.88,118.65,19.32,52.23,43.53,84.82,9.53,0.91,14.93,0.56
22-06-2022 00:00,61.56,156.94,13.03,38.16,30.93,94.57,9.91,1.14,19.57,0.66
23-06-2022 00:00,65.39,217.52,9.57,41.93,30.1,92.25,11,1.4,21.52,0.55
24-06-2022 00:00,84.57,263.35,14.74,50.29,38.76,89.49,13.14,0.9,41.98,0.47
25-06-2022 00:00,88.02,287.02,80.18,75.3,119.32,98.91,16.95,1.7,42.56,0.42
26-06-2022 00:00,63.5,150.27,9.68,32.72,25.29,96.23,9.78,0.87,12.05,0.84
27-06-2022 00:00,55.55,123.29,8.99,30.21,23.4,89.47,9.06,1.02,20.89,0.81
28-06-2022 00:00,68.88,150.1,9.1,32.35,24.63,85.04,9.71,1.34,32.59,0.68
29-06-2022 00:00,57.69,153.39,9.97,32.41,25.37,93.97,9.93,0.94,24.94,0.7
30-06-2022 00:00,39.44,68.4,12.68,35.15,29.04,86.33,10.45,1.46,15.5,0.54
01-07-2022 00:00,47.72,76.23,14.37,38.4,32.14,83.48,9.06,1.5,20.97,0.35
02-07-2022 00:00,63.97,113.31,18.85,36.33,34.69,93.3,8.38,1.25,36.77,0.53
03-07-2022 00:00,39.35,75.97,19.77,34.72,34.59,86.64,8.98,1.58,20.24,0.56
04-07-2022 00:00,79.15,140.18,27.37,43.92,45.68,90.31,8.44,1.51,28.4,0.37
05-07-2022 00:00,82.67,151.8,16.84,40.23,35.14,81.35,8.83,1.43,23.64,0.47
06-07-2022 00:00,62,107.45,9.35,26.89,21.92,102.24,9.17,1,12.7,0.56
07-07-2022 00:00,24.96,88.62,9.82,28.41,23.12,96.23,9.29,0.82,9.99,0.72
08-07-2022 00:00,40.33,93.94,11.45,37.09,29.07,108.76,8.85,0.92,32.25,0.62
09-07-2022 00:00,41.79,93.74,12.09,33.39,27.61,90.56,8.39,0.89,28.81,0.78
10-07-2022 00:00,36.45,71.01,9.35,22.64,19.67,87.83,8.59,0.86,13.11,0.56
11-07-2022 00:00,59.67,106.76,22.59,45.84,42.79,83.72,8.86,1.52,22.76,0.39
12-07-2022 00:00,49.93,80.87,23.87,35.25,38.22,92.42,7.76,1.11,11.66,0.34
13-07-2022 00:00,39.08,73.6,12.35,28.37,25.16,97.1,8.3,0.95,13.45,0.46
14-07-2022 00:00,39.97,92.76,12.78,29.9,26.33,93.5,8.17,0.94,14.38,0.64
15-07-2022 00:00,35.47,78.14,13.37,24.76,24.07,89.22,9.14,0.87,12.56,0.6
16-07-2022 00:00,27.18,56.35,13.43,31.46,27.68,86.92,8.54,0.88,15.53,0.55
17-07-2022 00:00,32.65,47.02,10.33,19.51,18.8,77.5,8.15,0.86,12.06,0.4
18-07-2022 00:00,44.35,87.17,11.11,26.77,23.3,81.62,8,0.98,11.48,0.41
19-07-2022 00:00,48.21,105.62,14.29,44.45,35.29,91.77,8.5,1.18,16.35,0.49
20-07-2022 00:00,40.89,78.94,14.33,36.29,30.99,86.86,6.85,0.93,10.16,0.45
21-07-2022 00:00,56.29,89.06,11.03,33.87,27.01,94.76,8.28,1.01,13.55,0.37
22-07-2022 00:00,71.61,110.76,15.35,38.42,32.96,91.65,8.51,1.09,20.05,0.46
23-07-2022 00:00,42.81,70.93,12.94,27.51,25.18,89.07,9.05,0.84,9.75,0.78
24-07-2022 00:00,34.29,65.16,12.37,25.82,23.82,84.45,8.02,0.81,10.11,0.7
25-07-2022 00:00,36,71.23,11.61,26.39,23.5,84.02,8.99,0.75,10.92,0.81
26-07-2022 00:00,35.82,70.01,13.41,26.65,25.11,82.55,8.82,0.81,11.99,0.77
27-07-2022 00:00,44.98,83.9,11.5,29.76,25.21,80.93,8.63,0.82,13.89,0.68
28-07-2022 00:00,42.94,91.31,12.06,31.07,26.36,74.38,9.8,0.86,12.89,0.46
29-07-2022 00:00,29.15,72.27,15.78,25.23,26.29,80.71,7.92,0.88,3.05,0.4
30-07-2022 00:00,35.13,81.22,21.3,28.12,32.33,76.01,8.71,1.1,5.98,0.32
31-07-2022 00:00,31.11,92.24,11.04,23.13,21.3,84.05,8.07,0.81,3.07,0.44
01-08-2022 00:00,28.8,89.55,13.6,22.23,22.92,81.4,8.1,0.86,4.07,0.46
02-08-2022 00:00,46.53,116.8,10.62,27.31,23.19,87.61,8.44,0.86,8.91,0.42
03-08-2022 00:00,66.05,161.03,19.41,47.59,41.14,100.3,8.26,1.14,16.84,0.38
04-08-2022 00:00,68.62,135.03,20.49,45.7,41.01,104.09,8.49,1.1,25.7,0.43
05-08-2022 00:00,60.39,96.55,13.75,36.84,30.81,94.5,8.7,1.09,19.38,0.4
06-08-2022 00:00,73.52,129.43,18.03,39.02,35.46,96.16,9.64,1.12,30.11,0.39
07-08-2022 00:00,68.38,123.68,27.19,42.02,44.52,82.82,9.17,1.24,21.11,0.39
08-08-2022 00:00,65.16,129.86,21.24,34.42,35.62,92.51,9.93,1.19,36.54,0.35
09-08-2022 00:00,61.47,128.9,14.32,29.59,27.41,91.15,10.05,0.81,25.4,0.5
10-08-2022 00:00,45.24,122.46,17.54,33.09,31.91,88.22,9.71,0.85,22.97,0.54
11-08-2022 00:00,24.68,79.45,11.44,20.42,20.19,78.04,9.76,0.72,21.88,0.64
12-08-2022 00:00,24.26,82.72,11.76,27.16,24.03,83.55,10.36,0.68,25.81,0.71
13-08-2022 00:00,44.14,99.48,12.75,33.75,28.34,75.49,11.95,0.93,27.18,0.66
14-08-2022 00:00,39.71,71.51,10.65,27.01,23.05,75.48,8.67,0.86,24.21,0.34
15-08-2022 00:00,24.91,52.3,9.47,14.27,15.31,79.66,10.63,0.76,22.34,0.43
16-08-2022 00:00,21.83,80.3,11.52,17.58,18.74,75.87,None,0.68,23.68,0.94
17-08-2022 00:00,20.12,59.02,11.05,20.04,19.67,74.76,10.24,0.78,26.03,0.69
18-08-2022 00:00,27.48,86.24,11.85,26.58,23.8,74.89,9.61,0.85,35.05,0.44
19-08-2022 00:00,26.38,93.04,8.26,19.68,17.21,73.95,10.52,0.72,31.9,0.33
20-08-2022 00:00,39.52,104.39,9.09,25.38,20.91,76.1,9.49,0.85,30.29,0.29
21-08-2022 00:00,63.24,146.51,11.87,26.64,23.85,89.9,9.66,0.88,29.76,0.32
22-08-2022 00:00,39.97,109.7,9.34,24.77,20.79,88.34,9.73,0.75,31.7,0.6
23-08-2022 00:00,29.93,87.31,10.59,22.82,20.77,76.92,9.8,0.68,31.29,0.86
24-08-2022 00:00,29.4,81.33,13.26,28.52,26.04,70.35,8.58,0.86,28.85,0.62
25-08-2022 00:00,83.24,159.84,10.17,31.9,25.27,71.3,9.9,0.94,53.82,0.4
26-08-2022 00:00,45.42,134.03,9.49,24.62,20.83,80.67,10.36,0.74,27.72,0.33
27-08-2022 00:00,38.28,135.06,9.62,20.48,18.73,85.81,10.27,0.73,27.84,0.36
28-08-2022 00:00,47.53,177.51,11.47,24.36,22.32,81.93,10.34,0.86,28.12,0.42
29-08-2022 00:00,50.76,165.58,8.99,31.2,23.93,83.77,12.51,0.98,35.2,0.48
30-08-2022 00:00,59.32,185.8,19.16,45.51,39.83,85.4,10.94,1.12,31.09,0.35
